signal_asset,trading_asset,start,end,bars,sma_length,entry_days,exit_days,total_return,cagr,sharpe,max_drawdown,calmar,trade_count,time_in_market,final_equity
XLK,TECL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,7,3,17.011941139021104,0.3123270469346602,0.9378361880134419,-0.7338347042409596,0.4256095345854691,8,0.7171150971599403,1801194.1139021104
XLK,TECL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,7,5,16.6478033095469,0.30980961892531234,0.9306028679172754,-0.768650050326041,0.4030567861068887,7,0.7242152466367713,1764780.3309546902
XLK,TECL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,1,24.013607048929607,0.3534747802293079,1.0430895512133251,-0.621636929681719,0.5686193392826399,9,0.6917040358744395,2501360.704892961
XLK,TECL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,2,24.47797914575923,0.35581746737530207,1.0292160545439897,-0.6528141361256544,0.5450517194480818,8,0.7021674140508222,2547797.9145759232
XLK,TECL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,3,14.13037120273169,0.29099357955859406,0.905327919171616,-0.6963173844797348,0.41790365434580495,8,0.7047832585949177,1513037.120273169
XLK,TECL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,5,14.965552094054825,0.297531387975458,0.913689257739327,-0.73604012642928,0.4042325646277728,7,0.7130044843049327,1596555.2094054825
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,1,1,26.243266573041286,0.3643837211656804,0.9577553129117224,-0.8372848717688409,0.43519682900263856,30,0.7462630792227205,2724326.6573041286
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,1,2,39.38460374456003,0.41582342676846373,1.013607315538178,-0.8507625275117809,0.4887655642105201,23,0.7571001494768311,4038460.3744560033
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,1,3,23.28508544662947,0.34971887408549396,0.9436260525001408,-0.8800668616249976,0.3973776190592568,18,0.7653213751868461,2428508.544662947
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,1,5,14.160809241754418,0.2912375262465614,0.8815824229165371,-0.8771501399468749,0.3320269962724972,14,0.7776532137518685,1516080.9241754417
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,2,1,46.94250638469331,0.4388439868272953,1.0386000372421944,-0.8343635189193164,0.5259625773136564,22,0.7350523168908819,4794250.638469331
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,2,2,46.64581564252106,0.4380044945028474,1.037382377870691,-0.817507224756469,0.5357805793500193,18,0.7458893871449925,4764581.564252106
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,2,3,32.626036076700125,0.39165342061775665,0.9886820334099863,-0.8254058509580093,0.47449799412396115,15,0.7533632286995515,3362603.6076700124
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,2,5,17.78682334926285,0.31753417333780454,0.9098806135322327,-0.8584109841057572,0.3699092616674671,11,0.7660687593423019,1878682.334926285
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,3,1,42.37061662665519,0.42535049527987856,1.0244099421498316,-0.8145640008438203,0.5221817989000876,20,0.726831091180867,4337061.662665519
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,3,2,50.484774206988554,0.44851915813340226,1.0487697221003136,-0.77029257860403,0.5822711662966238,16,0.7384155455904334,5148477.420698855
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,3,3,35.82634755968539,0.4035991632975773,1.0014319382825696,-0.7860708805097927,0.5134386393194339,13,0.7462630792227205,3682634.755968539
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,3,5,22.421130872918624,0.34513010046440074,0.9394664278132284,-0.8355754446575698,0.41304480962319295,10,0.7604633781763827,2342113.0872918623
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,5,1,44.71064219367451,0.43240974078945893,1.0327493856307284,-0.8089888065877272,0.53450645703411,17,0.7122571001494769,4571064.219367451
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,5,2,59.71364689886406,0.47114830330463353,1.0728396504265187,-0.7239935601184601,0.6507631134557939,13,0.7257100149476831,6071364.689886406
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,5,3,49.00070214588126,0.4445413987667042,1.044309589658716,-0.7520767433908546,0.5910851554356279,11,0.7350523168908819,5000070.214588126
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,5,5,34.022498459051626,0.39698737299368014,0.9940218605860911,-0.8094477679142134,0.49044223571909773,9,0.7514947683109118,3502249.845905163
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,7,1,46.78403331802102,0.4383961716487914,1.040705171792733,-0.7979554123974409,0.5493993333933771,13,0.7010463378176383,4778403.331802102
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,7,2,45.57525173515379,0.43493541000182767,1.0364561282974745,-0.7551668016061857,0.5759461473634053,11,0.7115097159940209,4657525.173515379
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,7,3,40.08877536297069,0.4181262725014112,1.017677385842125,-0.7494203276280796,0.5579329210681857,9,0.7215994020926756,4108877.5362970694
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,7,5,35.1918603451274,0.40130766161551934,0.9990135136789954,-0.8074060637196664,0.4970332520995959,7,0.7380418535127056,3619186.0345127406
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,1,49.92925489825291,0.447042513643912,1.0519089352559143,-0.7933101063041494,0.5635154652530282,11,0.6872197309417041,5092925.489825291
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,2,39.9360016821107,0.41762971214924205,1.0187671507146603,-0.7495377216004595,0.5571830477824293,10,0.695814648729447,4093600.16821107
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,3,30.70555838402292,0.38398031101426233,0.9809943866713782,-0.7273165368446726,0.5279411254418735,9,0.7085201793721974,3170555.8384022918
SOXX,SOXL,2016-01-04 05:00:00+00:00,2026-08-25 04:00:00+00:00,2676,200,10,5,27.071409673505503,0.36823030030232906,0.9633950381806462,-0.7884138307984789,0.46705205555488266,7,0.727204783258595,2807140.9673505505
